target_location,target_name,BOOK,TOTAL_TONS,INCENDIARY_PERCENT,TARGET_SCORE,TONNAGE_SCORE,INCENDIARY_SCORE,AREA_BOMBING_SCORE,AREA_BOMBING_SCORE_NORMALIZED,CATEGORY,raid_id,AIR FORCE,DAY,MONTH,YEAR,TIME OF ATTACK,AVG_ALTITUDE,TOTAL_AIRCRAFT,Year
BRUX,OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,250.8,0.0,0,9.433975360055529,0.0,2.8,2.9,OILREFINERIES,2704,15.0,20.0,10.0,4.0,1325.0,256.6666666666667,97.0,1944
BRUX,OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,420.0,0.0,0,9.701717855283707,0.0,2.9,3.0,OILREFINERIES,2705,8.0,16.0,12.0,4.0,1200.0,238.3846153846154,345.0,1944
BRUX,OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,114.0,0.0,0,8.747527329515878,0.0,2.6,2.7,OILREFINERIES,2706,8.0,17.0,12.0,4.0,830.0,244.66666666666663,80.0,1944
BRUX,OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,104.0,0.0,0,8.61391636300538,0.0,2.6,2.7,OILREFINERIES,2707,8.0,20.0,12.0,4.0,1248.0,243.33333333333337,54.0,1944
BRUX,OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,65.0,0.0,0,7.784487246225924,0.0,2.3,2.4,OILREFINERIES,2708,8.0,24.0,12.0,4.0,600.0,270.5,52.0,1944
BRUX,OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,110.0,0.0,0,8.702411938226618,0.0,2.6,2.7,OILREFINERIES,2709,8.0,25.0,12.0,4.0,1150.0,275.0,52.0,1944
BRUX,OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,140.6,0.0,0,8.948117300017351,0.0,2.7,2.8,OILREFINERIES,2710,8.0,26.0,12.0,4.0,1149.0,270.6666666666667,78.0,1944
BRUX,OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,5.0,0.0,0,4.5779975707097,0.0,1.4,1.4,OILREFINERIES,2711,8.0,27.0,12.0,4.0,600.0,275.0,26.0,1944
BRUX,OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,50.0,0.0,0,7.340968245705362,0.0,2.2,2.3,OILREFINERIES,2712,8.0,4.0,12.0,4.0,1430.0,275.0,26.0,1944
BUCHAREST,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_2,480.5,0.0,0,9.760194343224017,0.0,2.9,3.0,TRANSPORTATION,2717,15.0,15.0,4.0,4.0,1207.0,213.1428571428571,211.0,1944
BUCHAREST,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_2,163.0,0.0,0,9.086239805656776,0.0,2.7,2.8,TRANSPORTATION,2718,15.0,21.0,4.0,4.0,1225.0,222.0,66.0,1944
BUCHAREST,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_2,1031.5,46.53417353368881,0,9.951414193996182,6.105963037151405,4.8,4.9,TRANSPORTATION,2719,15.0,24.0,4.0,4.0,1113.0,212.88888888888889,290.0,1944
BUCHAREST,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_2,309.0,0.0,0,9.555960437272256,0.0,2.9,3.0,TRANSPORTATION,2720,15.0,4.0,4.0,4.0,1401.0,200.4,112.0,1944
BUCHAREST,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_2,383.0,0.0,0,9.6538261322228,0.0,2.9,3.0,TRANSPORTATION,2721,15.0,7.0,5.0,4.0,1129.0,192.5,161.0,1944
BUCHAREST,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_2,71.0,0.0,0,7.949158424431719,0.0,2.4,2.5,TRANSPORTATION,2722,15.0,28.0,6.0,4.0,950.0,220.0,32.0,1944
BUCHAREST,OIL STORAGE,BOOK_2_OILREFINERIES,83.0,0.0,0,8.252472670484124,0.0,2.5,2.6,OILREFINERIES,2723,8.0,5,7.0,4.0,1208.0,200.0,37.0,1944
BUCHAREST,OIL STORAGE,BOOK_2_OILREFINERIES,83.0,0.0,0,8.252472670484124,0.0,2.5,2.6,OILREFINERIES,2724,8.0,6,7.0,4.0,900.0,200.0,37.0,1944
BUCHAREST,OIL STORAGE,BOOK_2_OILREFINERIES,83.0,0.0,0,8.252472670484124,0.0,2.5,2.6,OILREFINERIES,2725,8.0,7,7.0,4.0,600.0,200.0,37.0,1944
BUCHAREST,PRAHOVA,BOOK_2_OILREFINERIES,59.0,0.0,0,7.610098906819365,0.0,2.3,2.4,OILREFINERIES,2726,8.0,28.0,6.0,4.0,947.0,223.0,33.0,1944
BUCHAREST,PRAHOVA,BOOK_2_OILREFINERIES,10.0,0.0,0,5.347388512927295,0.0,1.6,1.6,OILREFINERIES,2727,8.0,29.0,6.0,4.0,947.0,235.0,30.0,1944
BUCHAREST,PRAHOVA,BOOK_2_OILREFINERIES,110.0,0.0,0,8.702411938226618,0.0,2.6,2.7,OILREFINERIES,2728,8.0,1.0,7.0,4.0,1136.0,227.33333333333337,73.0,1944
BUCHAREST,PRAHOVA,BOOK_2_OILREFINERIES,60.0,0.0,0,7.646191219850772,0.0,2.3,2.4,OILREFINERIES,2729,8.0,2.0,7.0,4.0,1530.0,226.0,73.0,1944
BUCHAREST,PRAHOVA,BOOK_2_OILREFINERIES,60.0,0.0,0,7.646191219850772,0.0,2.3,2.4,OILREFINERIES,2730,8.0,3.0,7.0,4.0,900.0,225.0,137.0,1944
BUCHAREST,TITA MALAXA STEEL WORKS,BOOK_1_MILITARYINDUSTRY,3.0,0.0,0,3.692174214818671,0.0,1.1,1.1,MILITARYINDUSTRY,2731,8.0,,7.0,4.0,,,3.0,1944
BUCHEN,BLECHHAMMER OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,105.0,0.0,0,8.631615478049627,0.0,2.6,2.7,OILREFINERIES,2733,15.0,18,7.0,4.0,1050.0,223.0,36.0,1944
BUCHEN,BLECHHAMMER OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,78.0,0.0,0,8.13760194343224,0.0,2.4,2.5,OILREFINERIES,2734,15.0,19,7.0,4.0,1048.0,235.0,26.0,1944
BUCHEN,BLECHHAMMER OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,80.0,0.0,0,8.184799583550234,0.0,2.5,2.6,OILREFINERIES,2735,15.0,20,7.0,4.0,1058.0,230.0,27.0,1944
BUCHEN,BLECHHAMMER OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,140.5,0.0,0,8.94742321707444,0.0,2.7,2.8,OILREFINERIES,2736,15.0,21,7.0,4.0,600.0,215.0,139.0,1944
BUCHEN,BLECHHAMMER OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,68.0,0.0,0,7.863265660246399,0.0,2.4,2.5,OILREFINERIES,2737,15.0,7,7.0,4.0,1054.0,224.0,23.0,1944
BUCHEN,BLECHHAMMER OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,58.0,0.0,0,7.584938400138816,0.0,2.3,2.4,OILREFINERIES,2738,15.0,21,8.0,4.0,1430.0,220.0,27.0,1944
BUCHEN,BLECHHAMMER OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,167.25,0.0,0,9.110532708658685,0.0,2.7,2.8,OILREFINERIES,2739,15.0,22,8.0,4.0,1145.0,232.33333333333337,96.0,1944
BUCHEN,BLECHHAMMER OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,175.0,0.0,0,9.152004164497658,0.0,2.7,2.8,OILREFINERIES,2740,15.0,27,8.0,4.0,1152.0,245.0,74.0,1944
BUCHEN,BLECHHAMMER OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,170.0,0.0,0,9.126149574874198,0.0,2.7,2.8,OILREFINERIES,2741,15.0,13,9.0,4.0,1118.0,282.5,50.0,1944
BUCHEN,BLECHHAMMER OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,80.0,0.0,0,8.184799583550234,0.0,2.5,2.6,OILREFINERIES,2742,15.0,27,9.0,4.0,1125.0,270.0,28.0,1944
BUCHEN,BLECHHAMMER OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,45.0,0.0,0,7.215339233038348,0.0,2.2,2.3,OILREFINERIES,2743,15.0,1,10.0,4.0,1048.0,290.0,50.0,1944
BUCHEN,BLECHHAMMER OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,453.25,0.0,0,9.739371854936664,0.0,2.9,3.0,OILREFINERIES,2744,15.0,13,10.0,4.0,1131.0,254.0,173.0,1944
BUCHEN,BLECHHAMMER OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,75.0,0.0,0,8.059864653826132,0.0,2.4,2.5,OILREFINERIES,2745,15.0,14,10.0,4.0,1500.0,275.0,34.0,1944
BUCHEN,BLECHHAMMER OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,64.0,0.0,0,7.759326739545376,0.0,2.3,2.4,OILREFINERIES,2746,15.0,15,10.0,4.0,1201.0,275.0,30.0,1944
BUCHEN,BLECHHAMMER OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,64.0,0.0,0,7.759326739545376,0.0,2.3,2.4,OILREFINERIES,2747,15.0,16,10.0,4.0,1400.0,260.0,26.0,1944
BUCHEN,BLECHHAMMER OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,24.0,0.0,0,6.1726531320492795,0.0,1.9,2.0,OILREFINERIES,2748,15.0,16,11.0,4.0,1241.0,252.0,26.0,1944
BUCHEN,BLECHHAMMER OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,90.5,0.0,0,8.384001388165887,0.0,2.5,2.6,OILREFINERIES,2749,15.0,17,11.0,4.0,1241.0,250.66666666666663,96.0,1944
BUCHEN,BLECHHAMMER OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,110.0,0.0,0,8.702411938226618,0.0,2.6,2.7,OILREFINERIES,2750,15.0,2,12.0,4.0,1200.0,255.0,74.0,1944
BUCHEN,BLECHHAMMER OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,110.0,0.0,0,8.702411938226618,0.0,2.6,2.7,OILREFINERIES,2751,15.0,3,12.0,4.0,1800.0,245.0,38.0,1944
BUCHEN,BLECHHAMMER OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,2.0,0.0,0,2.6979003990976924,0.0,0.8,0.8,OILREFINERIES,2752,15.0,4,12.0,4.0,1046.0,239.0,2.0,1944
BUCHEN,BLECHHAMMER OIL REFINERY SYNTHETIC,BOOK_2_OILREFINERIES,1.0,0.0,0,1.2540343571056742,0.0,0.4,0.4,OILREFINERIES,2753,15.0,5,12.0,4.0,600.0,250.0,38.0,1944
BUCHEN,BLECHHAMMER OR SYN N,BOOK_2_OILREFINERIES,432.75,13.63373772385904,0,9.717161200763492,3.701772681278076,4.0,4.1,OILREFINERIES,2754,8.0,7.0,7.0,4.0,1050.0,223.0,184.0,1944
BUCHEN,BLECHHAMMER OR SYN N,BOOK_2_OILREFINERIES,713.7,0.0,0,9.885476314419574,0.0,3.0,3.1,OILREFINERIES,2755,8.0,27.0,8.0,4.0,1046.0,229.2,218.0,1944
BUCHEN,BLECHHAMMER OR SYN N,BOOK_2_OILREFINERIES,289.1,0.0,0,9.514836022904737,0.0,2.9,3.0,OILREFINERIES,2756,8.0,7.0,8.0,4.0,1115.0,215.2,112.0,1944
BUCHEN,BLECHHAMMER OR SYN N,BOOK_2_OILREFINERIES,57.25,0.0,0,7.567239285094569,0.0,2.3,2.4,OILREFINERIES,2757,8.0,8.0,8.0,4.0,930.0,240.0,22.0,1944
BUCHEN,BLECHHAMMER OR SYN N,BOOK_2_OILREFINERIES,179.0,0.0,0,9.172132569842097,0.0,2.8,2.9,OILREFINERIES,2758,8.0,13.0,9.0,4.0,1118.0,219.8,72.0,1944
BUCHEN,BLECHHAMMER OR SYN N,BOOK_2_OILREFINERIES,86.0,0.0,0,8.312163803574528,0.0,2.5,2.6,OILREFINERIES,2759,8.0,13.0,10.0,4.0,1150.0,250.0,39.0,1944
BUCHEN,BLECHHAMMER OR SYN N,BOOK_2_OILREFINERIES,75.0,0.0,0,8.059864653826132,0.0,2.4,2.5,OILREFINERIES,2760,8.0,13.0,11.0,4.0,1200.0,290.0,39.0,1944
BUCHEN,BLECHHAMMER OR SYN N,BOOK_2_OILREFINERIES,9.0,0.0,0,5.230956099253861,0.0,1.6,1.6,OILREFINERIES,2761,8.0,17.0,12.0,4.0,1204.0,282.0,18.0,1944
BUCHEN,BLECHHAMMER OR SYN N,BOOK_2_OILREFINERIES,324.2,0.0,0,9.578691653652612,0.0,2.9,3.0,OILREFINERIES,2762,8.0,2.0,12.0,4.0,1215.0,248.88888888888889,377.0,1944
BUCHEN,STORAGE OIL,BOOK_2_OILREFINERIES,85.0,0.0,0,8.296720458094741,0.0,2.5,2.6,OILREFINERIES,2763,15.0,17.0,1.0,4.0,1207.0,270.0,31.0,1944
BUCHEN,STORAGE OIL,BOOK_2_OILREFINERIES,68.0,0.0,0,7.863265660246399,0.0,2.4,2.5,OILREFINERIES,2764,15.0,17.0,1.2,4.0,1159.0,275.0,35.0,1944
BUCHEN,STORAGE OIL,BOOK_2_OILREFINERIES,160.5,0.0,0,9.072011105327087,0.0,2.7,2.8,OILREFINERIES,2766,15.0,17.0,12.0,4.0,1203.0,281.3333333333333,104.0,1944
BUCHEN,STORAGE OIL,BOOK_2_OILREFINERIES,242.2,0.0,0,9.407426687489156,0.0,2.8,2.9,OILREFINERIES,2767,15.0,18.0,12.0,4.0,1158.0,245.71428571428572,138.0,1944
BUCHEN,STORAGE OIL,BOOK_2_OILREFINERIES,164.25,0.0,0,9.093527676557349,0.0,2.7,2.8,OILREFINERIES,2768,15.0,19.0,12.0,4.0,1215.0,257.6,93.6,1944
BUCHEN,STORAGE OIL,BOOK_2_OILREFINERIES,100.1,0.0999000999000999,0,8.549366649314592,0.0840407734909964,2.6,2.7,OILREFINERIES,2770,8.0,25.0,3.0,5.0,1028.0,182.6,111.0,1945
BUCHEN,STORAGE OIL,BOOK_2_OILREFINERIES,108.0,0.0,0,8.67725143154607,0.0,2.6,2.7,OILREFINERIES,2771,8.0,7.0,4.0,5.0,1327.0,150.0,36.0,1945
BUDAPEST,BARGES,BOOK_17_NAVAL,2.4,0.0,0,3.2375498872115216,0.0,1.0,1.0,NAVAL,2775,15.0,2.0,7.0,4.0,,250.0,1.0,1944
BUDAPEST,BARGES,BOOK_17_NAVAL,2.4,0.0,0,3.2375498872115216,0.0,1.0,1.0,NAVAL,2776,15.0,3.0,8.0,4.0,,250.0,1.0,1944
BUDAPEST,BARGES,BOOK_17_NAVAL,3.0,0.0,0,3.692174214818671,0.0,1.1,1.1,NAVAL,2777,15.0,5.0,9.0,4.0,,250.0,1.0,1944
BUDAPEST,BARGES,BOOK_17_NAVAL,16.0,0.0,0,5.778240499739718,0.0,1.7,1.8,NAVAL,2778,15.0,7.0,9.0,4.0,,250.0,1.0,1944
BUDAPEST,BARGES,BOOK_17_NAVAL,1.0,0.0,0,1.2540343571056742,0.0,0.4,0.4,NAVAL,2779,15.0,9.0,9.0,4.0,,250.0,1.0,1944
BUDAPEST,BRIDGE,BOOK_11_TRANSPORTATION__PART_1,77.0,0.0,0,8.110359187922956,0.0,2.4,2.5,TRANSPORTATION,2780,15.0,5.0,9.0,4.0,1028.0,270.0,27.0,1944
BUDAPEST,BRIDGE SOUTH,BOOK_11_TRANSPORTATION__PART_1,192.0,0.0,0,9.230262016310949,0.0,2.8,2.9,TRANSPORTATION,2781,15.0,18.0,9.0,4.0,1025.0,229.75,110.0,1944
BUDAPEST,BRIDGE SOUTH,BOOK_11_TRANSPORTATION__PART_1,155.5,0.0,0,9.04511539128926,0.0,2.7,2.8,TRANSPORTATION,2782,15.0,20.0,9.0,4.0,1236.0,235.0,56.0,1944
BUDAPEST,BRIDGE SOUTH,BOOK_11_TRANSPORTATION__PART_1,133.0,0.0,0,8.896408120770431,0.0,2.7,2.8,TRANSPORTATION,2783,15.0,5.0,9.0,4.0,1030.0,260.0,55.0,1944
BUDAPEST,FERENCVAROS MY,BOOK_11_TRANSPORTATION__PART_1,397.0,0.0,0,9.670831164324136,0.0,2.9,3.0,TRANSPORTATION,2785,15.0,3.0,4.0,4.0,1105.0,219.4,146.0,1944
BUDAPEST,FERENCVAROS MY,BOOK_11_TRANSPORTATION__PART_1,172.0,0.0,0,9.135519694603506,0.0,2.7,2.8,TRANSPORTATION,2786,15.0,4.0,4.0,4.0,1108.0,205.0,62.0,1944
BUDAPEST,FERENCVAROS MY,BOOK_11_TRANSPORTATION__PART_1,70.0,0.0,0,7.923824397015443,0.0,2.4,2.5,TRANSPORTATION,2787,15.0,5.0,4.0,4.0,1108.0,210.0,29.0,1944
BUDAPEST,FERENCVAROS MY,BOOK_11_TRANSPORTATION__PART_1,49.95,100.0,0,7.320839840360923,10.0,5.2,5.4,TRANSPORTATION,2788,15.0,6.0,4.0,4.0,1107.0,217.0,32.0,1944
BUDAPEST,FERENCVAROS MY,BOOK_11_TRANSPORTATION__PART_1,270.85,0.0,0,9.482561166059345,0.0,2.8,2.9,TRANSPORTATION,2789,15.0,14.0,7.0,4.0,1000.0,215.0,103.0,1944
BUDAPEST,FERENCVAROS MY,BOOK_11_TRANSPORTATION__PART_1,194.5,0.0,0,9.23859101162589,0.0,2.8,2.9,TRANSPORTATION,2790,15.0,17.0,9.0,4.0,1125.0,236.0,50.4,1944
BUDAPEST,KABANYA MY,BOOK_11_TRANSPORTATION__PART_1,69.0,0.0,0,7.8936317889987855,0.0,2.4,2.5,TRANSPORTATION,2791,15.0,17.0,9.0,4.0,1049.0,247.0,24.0,1944
BUDAPEST,KABANYA MY,BOOK_11_TRANSPORTATION__PART_1,47.0,0.0,0,7.262016310949159,0.0,2.2,2.3,TRANSPORTATION,2792,15.0,18.0,9.0,4.0,1052.0,210.0,24.0,1944
BUDAPEST,MANFRED WEIS MY,BOOK_11_TRANSPORTATION__PART_1,60.0,0.0,0,7.646191219850772,0.0,2.3,2.4,TRANSPORTATION,2793,15.0,2.0,7.0,4.0,1010.0,200.0,30.0,1944
BUDAPEST,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_1,110.0,0.0,0,8.702411938226618,0.0,2.6,2.7,TRANSPORTATION,2794,15.0,27.0,6.0,4.0,1019.0,196.0,50.0,1944
BUDAPEST,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_1,33.0,0.0,0,6.722019781363873,0.0,2.0,2.1,TRANSPORTATION,2795,15.0,28.0,6.0,4.0,1020.0,206.0,7.0,1944
BUDAPEST,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_1,0.9,0.0,0,0.8322054485511019,0.0,0.2,0.2,TRANSPORTATION,2796,15.0,1.0,7.0,4.0,1500.0,200.0,1.0,1944
BUDAPEST,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_1,0.45,0.0,0,0.3270865868471282,0.0,0.1,0.1,TRANSPORTATION,2797,15.0,2.0,7.0,4.0,800.0,210.0,1.0,1944
BUDAPEST,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_1,51.0,0.0,0,7.380704494187055,0.0,2.2,2.3,TRANSPORTATION,2798,15.0,3.0,7.0,4.0,1012.0,220.0,32.0,1944
BUDAPEST,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_1,75.0,0.0,0,8.059864653826132,0.0,2.4,2.5,TRANSPORTATION,2799,15.0,20.0,9.0,4.0,1234.0,220.0,26.0,1944
BUDAPEST,RR BRIDGE NORTH,BOOK_11_TRANSPORTATION__PART_1,6.0,0.0,0,4.813291688356759,0.0,1.4,1.4,TRANSPORTATION,2800,15.0,18.0,9.0,4.0,1430.0,200.0,25.0,1944
BUDAPEST,RR BRIDGE NORTH,BOOK_11_TRANSPORTATION__PART_1,124.0,0.0,0,8.831164324136735,0.0,2.6,2.7,TRANSPORTATION,2801,15.0,5.0,9.0,4.0,1033.0,255.5,49.0,1944
BUDAPEST,RR BRIDGE NORTH,BOOK_11_TRANSPORTATION__PART_1,32.0,0.0,0,6.656255422522992,0.0,2.0,2.1,TRANSPORTATION,2802,15.0,6.0,9.0,4.0,1127.0,220.0,25.0,1944
BUDAPEST,SMEDEREVO FERRY SLIPS,BOOK_17_NAVAL,59.0,0.0,0,7.610098906819365,0.0,2.3,2.4,NAVAL,2803,15.0,3.0,9.0,4.0,1109.0,180.0,26.0,1944
BUDAPEST,SZUB RR BRIDGE,BOOK_11_TRANSPORTATION__PART_1,163.0,0.0,0,9.086239805656776,0.0,2.7,2.8,TRANSPORTATION,2804,15.0,18.0,9.0,4.0,1038.0,181.6,107.0,1944
BUDAPEST,SZUB RR BRIDGE,BOOK_11_TRANSPORTATION__PART_1,77.0,0.0,0,8.110359187922956,0.0,2.4,2.5,TRANSPORTATION,2805,15.0,20.0,9.0,4.0,1218.0,214.0,25.0,1944
BUDAPEST,SZUB RR BRIDGE,BOOK_11_TRANSPORTATION__PART_1,70.0,0.0,0,7.923824397015443,0.0,2.4,2.5,TRANSPORTATION,2806,15.0,22.0,9.0,4.0,800.0,220.0,30.0,1944
BUDAPEST,SZUB RR BRIDGE,BOOK_11_TRANSPORTATION__PART_1,86.5,0.0,0,8.319798715946556,0.0,2.5,2.6,TRANSPORTATION,2807,15.0,5.0,9.0,4.0,1047.0,163.5,56.0,1944
BUDAPEST,TOKOL AC COMPONENTS,BOOK_7_AIRCRAFTPRODUCTION,72.0,0.0,0,7.98160680201284,0.0,2.4,2.5,AIRCRAFTPRODUCTION,2808,15.0,,4.0,4.0,1252.0,213.0,36.0,1944
BUDAPEST,Unidentified Target,BOOK_6_INDUSTRIAL__PART_1,50.0,0.0,1,7.340968245705362,0.0,6.2,6.4,INDUSTRIAL,2809,15.0,27.0,6.0,4.0,1025.0,170.0,20.0,1944
BUDAPEST,Unidentified Target,BOOK_6_INDUSTRIAL__PART_1,6.0,0.0,1,4.813291688356759,0.0,5.4,5.6,INDUSTRIAL,2810,15.0,29.0,8.0,4.0,1430.0,170.0,20.0,1944
BUDEJOVICE OVA VES,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_1,109.0,0.0,0,8.69148013187576,0.0,2.6,2.7,TRANSPORTATION,2811,15.0,23.0,3.0,5.0,1130.0,195.5,58.0,1945
BUDEJOVICE OVA VES,MARSHALLING YARDS,BOOK_11_TRANSPORTATION__PART_1,53.0,0.0,0,7.442304355370467,0.0,2.2,2.3,TRANSPORTATION,2812,15.0,24.0,3.0,5.0,1141.0,183.0,27.0,1945
BUDINGEN,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,2.5,20.0,1,3.2903001908728093,4.145539357905837,6.2,6.4,INDUSTRIAL,2813,8.0,5.0,2.0,4.0,,,1.0,1944
BULLAY,BRIDGE,BOOK_11_TRANSPORTATION__PART_3,105.0,0.0,0,8.631615478049627,0.0,2.6,2.7,TRANSPORTATION,2815,9.0,1.0,1.0,2.0,1430.0,253.0,25.1,1942
BULLAY,BRIDGE,BOOK_11_TRANSPORTATION__PART_3,69.0,0.0,0,7.8936317889987855,0.0,2.4,2.5,TRANSPORTATION,2816,8.0,1.0,12.0,3.0,1344.0,238.5,23.0,1943
BULLAY,BRIDGE,BOOK_11_TRANSPORTATION__PART_3,39.0,38.46153846153847,0,7.033663022731217,5.480580028992196,3.8,3.9,TRANSPORTATION,2817,8.0,21.0,7.0,4.0,1300.0,215.0,13.0,1944
BULLAY,BRIDGE,BOOK_11_TRANSPORTATION__PART_3,3.0,0.0,0,3.692174214818671,0.0,1.1,1.1,TRANSPORTATION,2818,8.0,28.0,7.0,4.0,1302.0,213.0,1.0,1944
BULLAY,BRIDGE,BOOK_11_TRANSPORTATION__PART_3,78.0,0.0,0,8.13760194343224,0.0,2.4,2.5,TRANSPORTATION,2819,9.0,1.0,12.0,4.0,1525.0,252.0,26.0,1944
BULLAY,BRIDGE,BOOK_11_TRANSPORTATION__PART_3,53.0,0.0,0,7.442304355370467,0.0,2.2,2.3,TRANSPORTATION,2820,8.0,28.0,12.0,4.0,1303.0,205.0,29.0,1944
BULLAY,BRIDGE,BOOK_11_TRANSPORTATION__PART_3,138.0,0.0,0,8.929550581294464,0.0,2.7,2.8,TRANSPORTATION,2821,8.0,29.0,12.0,4.0,1305.0,212.75,40.0,1944
BULLAY,BRIDGE,BOOK_11_TRANSPORTATION__PART_3,39.0,0.0,0,7.033663022731217,0.0,2.1,2.2,TRANSPORTATION,2822,8.0,30.0,12.0,4.0,1304.0,222.0,13.0,1944
BUMGSTEINFURT,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,3.0,0.0,1,3.692174214818671,0.0,5.1,5.3,INDUSTRIAL,2823,8.0,7.0,10.0,4.0,,,1.0,1944
BURC,MARSHALLING YARD,BOOK_11_TRANSPORTATION__PART_3,3.0,0.0,0,3.692174214818671,0.0,1.1,1.1,TRANSPORTATION,2824,8.0,28.0,1.0,5.0,,173.0,1.0,1945
BURG,AIRDROME,BOOK_10_AIRFIELDS__PART_2,86.504,0.0,0,8.32031927815374,0.0,2.5,2.6,AIRFIELDS,2825,8.0,29.0,6.0,4.0,929.0,210.0,53.0,1944
BURG,AIRDROME,BOOK_10_AIRFIELDS__PART_2,352.0,17.045454545454543,0,9.620336630227312,3.939589813190557,4.1,4.2,AIRFIELDS,2827,8.0,10.0,4.0,5.0,1430.0,206.0,147.0,1945
BURG,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,17.5,91.42857142857144,1,5.841749089016137,8.591109727882836,8.3,8.6,INDUSTRIAL,2829,8.0,29.0,6.0,4.0,,,9.0,1944
BURG,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,3.0,0.0,1,3.692174214818671,0.0,5.1,5.3,INDUSTRIAL,2830,8.0,28.0,9.0,4.0,,,9.0,1944
BURGAUSEN,BRIDGE,BOOK_11_TRANSPORTATION__PART_3,2.0,0.0,0,2.6979003990976924,0.0,0.8,0.8,TRANSPORTATION,2832,15.0,2.0,3.0,5.0,,,1.0,1945
BURGHEIM,ARBET,BOOK_6_INDUSTRIAL__PART_2,2.0,0.0,1,2.6979003990976924,0.0,4.8,4.9,INDUSTRIAL,2836,8.0,11.0,7.0,4.0,,,1.0,1944
BUSUM,UNIDENTIFIED TARGET,BOOK_6_INDUSTRIAL__PART_2,3.0,0.0,1,3.692174214818671,0.0,5.1,5.3,INDUSTRIAL,2849,8.0,14.0,1.0,5.0,,,1.0,1945
BUZAU KAUX,AIRDROME,BOOK_10_AIRFIELDS__PART_1,172.5,0.0,0,9.137775464167968,0.0,2.7,2.8,AIRFIELDS,2851,8.0,8.0,8.0,5.0,400.0,244.8,94.0,1945
Bachimont,BARQUES,BOOK_6_INDUSTRIAL__PART_2,55.0,0.0,1,7.504077737289606,0.0,6.3,6.5,INDUSTRIAL,2853,8.0,20.0,4.0,4.0,1902.0,210.0,14.0,1944
Bachimont,Unidentified Target,BOOK_6_INDUSTRIAL__PART_2,22.0,0.0,1,6.073572791948639,0.0,5.8,6.0,INDUSTRIAL,2854,8.0,18.0,6.0,4.0,1920.0,210.0,10.0,1944
Bachimont,Unidentified Target,BOOK_6_INDUSTRIAL__PART_2,23.0,0.0,1,6.121464515009544,0.0,5.8,6.0,INDUSTRIAL,2855,8.0,19.0,6.0,4.0,1915.0,215.0,10.0,1944
Bachimont,Unidentified Target,BOOK_6_INDUSTRIAL__PART_2,50.0,0.0,1,7.340968245705362,0.0,6.2,6.4,INDUSTRIAL,2856,8.0,20.0,6.0,4.0,1920.0,201.0,20.0,1944
